OTU_ID,Phylum,Class,Order,Family,BOLD,BOLD_Perc,BLAST,BLAST_Perc,Result
OTU_328,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_329,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_330,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus pallidus,97.5,No match,No match,Cladotanytarsus pallidus
OTU_332,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_333,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_337,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus sp.,97.35,No match,No match,Tanytarsus sp.
OTU_338,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus formosanus,100,Tanytarsus formosanus,100,Tanytarsus formosanus
OTU_339,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anotylus nitidulus,100,Anotylus nitidulus,100,Anotylus nitidulus
OTU_340,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_342,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_343,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_345,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_347,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_351,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_352,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_353,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_354,Arthropoda,Insecta,Diptera,Chironomidae,Psectrocladius limbatellus,97.12,No match,No match,Psectrocladius limbatellus
OTU_356,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_357,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus brundini,98.31,No match,No match,Tanytarsus brundini
OTU_359,Arthropoda,Insecta,Diptera,Dixidae,Dixella aestivalis,99.76,Dixella aestivalis,99.29,Dixella aestivalis
OTU_360,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_361,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_362,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_363,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_364,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus occultus,98.56,Tanytarsus occultus,99.28,Tanytarsus occultus
OTU_365,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_368,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_369,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_370,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_371,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_372,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_373,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_374,Magnoliophyta,Liliopsida,Poales,Poaceae,Lolium rigidum,97.12,No match,No match,Lolium rigidum
OTU_376,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_377,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_378,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_379,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_380,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus bituberculatus,99.28,Paratanytarsus bituberculatus,99,Paratanytarsus bituberculatus
OTU_381,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_382,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_385,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_386,No match,No match,No match,No match,No match,No match,No match,No match,No match
OTU_388,Arthropoda,Arachnida,Trombidiformes,Hydryphantidae,Protzia eximia,100,No match,No match,Protzia eximia
OTU_389,No match,No match,No match,No match,No match,No match,No match,No match,No match
